B09025,1,0,Fract,GKE,DB-F,Zins,GKE-B,,2009-12-30,2009-12-30,100,
B09026,0,,DebNot,,,GKE-B,DB-F-0,,2009-12-30,2009-12-30,800,Kontogebühr
B09026,1,0,Fract,DB-F,GKE,Konto,GKE-B,,2009-12-30,2009-12-30,100,
B10001,0,,DebNot,,,GKE-B,DB-F-0,,2010-01-01,2010-01-01,920,Kontogebühr
B10001,1,0,Fract,DB-F,GKE,Konto,GKE-B,,2010-01-01,2010-01-01,100,
B10013,0,,Credit,,,DB-F-0,GKE-B,,2010-12-30,2010-12-30,6114,Zinsen
B10013,1,0,Fract,GKE,DB-F,Zins,GKE-B,,2010-12-30,2010-12-30,100,
B11001,0,,DebNot,,,GKE-B,DB-F-0,,2011-01-01,2011-01-01,920,Kontogebühr
B11001,1,0,Fract,DB-F,GKE,Konto,GKE-B,,2011-01-01,2011-01-01,100,
B11014,0,,Credit,,,DB-F-0,GKE-B,,2011-12-30,2011-12-30,10366,Zinsen
B11014,1,0,Fract,GKE,DB-F,Zins,GKE-B,,2011-12-30,2011-12-30,100,
B11015,0,,DebNot,,,GKE-B,FAMT-0,,2011-12-30,2011-12-30,2592,Kapitalertragssteuer auf Zinsen
B11015,1,0,Fract,FAMT,GKE,ESt,,,2011-12-30,2011-12-30,100,
B11016,0,,DebNot,,,GKE-B,FAMT-0,,2011-12-30,2011-12-30,143,Solidaritätszuschlag auf Zinsen
B11016,1,0,Fract,FAMT,GKE,Soli,,,2011-12-30,2011-12-30,100,
B11017,0,,Credit,,,DB-F-0,GKE-B,,2011-12-30,2011-12-30,32076,Sonderzinsen
B11017,1,0,Fract,GKE,DB-F,Zins,GKE-B,,2011-12-30,2011-12-30,100,
B11018,0,,DebNot,,,GKE-B,FAMT-0,,2011-12-30,2011-12-30,8019,Kapitalertragssteuer auf Sonderzinsen
B11018,1,0,Fract,FAMT,GKE,ESt,,,2011-12-30,2011-12-30,100,
B11019,0,,DebNot,,,GKE-B,FAMT-0,,2011-12-30,2011-12-30,441,Solidaritätszuschlag auf Sonderzinsen
B11019,1,0,Fract,FAMT,GKE,Soli,,,2011-12-30,2011-12-30,100,
B12001,0,,DebNot,,,GKE-B,DB-F-0,,2012-01-01,2012-01-01,920,Kontogebühr
B12001,1,0,Fract,DB-F,GKE,Konto,GKE-B,,2012-01-01,2012-01-01,100,
B12014,0,,Credit,,,DB-F-0,GKE-B,,2012-12-30,2012-12-30,14548,Zinsen
B12014,1,0,Fract,GKE,DB-F,Zins,GKE-B,,2012-12-30,2012-12-30,100,
B12015,0,,DebNot,,,GKE-B,FAMT-0,,2012-12-30,2012-12-30,3637,Kapitalertragssteuer auf Zinsen
B12015,1,0,Fract,FAMT,GKE,ESt,,,2012-12-30,2012-12-30,100,
B12016,0,,DebNot,,,GKE-B,FAMT-0,,2012-12-30,2012-12-30,200,Solidaritätszuschlag auf Zinsen
B12016,1,0,Fract,FAMT,GKE,Soli,,,2012-12-30,2012-12-30,100,
B12017,0,,Credit,,,DB-F-0,GKE-B,,2012-12-30,2012-12-30,45900,Sonderzinsen
B12017,1,0,Fract,GKE,DB-F,Zins,GKE-B,,2012-12-30,2012-12-30,100,
B12018,0,,DebNot,,,GKE-B,FAMT-0,,2012-12-30,2012-12-30,11475,Kapitalertragssteuer auf Sonderzinsen
B12018,1,0,Fract,FAMT,GKE,ESt,,,2012-12-30,2012-12-30,100,
B12019,0,,DebNot,,,GKE-B,FAMT-0,,2012-12-30,2012-12-30,631,Solidaritätszuschlag auf Sonderzinsen
B12019,1,0,Fract,FAMT,GKE,Soli,,,2012-12-30,2012-12-30,100,
B13001,0,,DebNot,,,GKE-B,DB-F-0,,2013-01-01,2013-01-01,920,Kontogebühr
B13001,1,0,Fract,DB-F,GKE,Konto,GKE-B,,2013-01-01,2013-01-01,100,
B13014,0,,Credit,,,DB-F-0,GKE-B,,2013-12-30,2013-12-30,18725,Zinsen
B13014,1,0,Fract,GKE,DB-F,Zins,GKE-B,,2013-12-30,2013-12-30,100,
B13015,0,,DebNot,,,GKE-B,FAMT-0,,2013-12-30,2013-12-30,4681,Kapitalertragssteuer auf Zinsen
B13015,1,0,Fract,FAMT,GKE,ESt,,,2013-12-30,2013-12-30,100,
B13016,0,,DebNot,,,GKE-B,FAMT-0,,2013-12-30,2013-12-30,257,Solidaritätszuschlag auf Zinsen
B13016,1,0,Fract,FAMT,GKE,Soli,,,2013-12-30,2013-12-30,100,
B13017,0,,Credit,,,DB-F-0,GKE-B,,2013-12-30,2013-12-30,60271,Sonderzinsen
B13017,1,0,Fract,GKE,DB-F,Zins,GKE-B,,2013-12-30,2013-12-30,100,
B13018,0,,DebNot,,,GKE-B,FAMT-0,,2013-12-30,2013-12-30,15068,Kapitalertragssteuer auf Sonderzinsen
B13018,1,0,Fract,FAMT,GKE,ESt,,,2013-12-30,2013-12-30,100,
B13019,0,,DebNot,,,GKE-B,FAMT-0,,2013-12-30,2013-12-30,829,Solidaritätszuschlag auf Sonderzinsen
B13019,1,0,Fract,FAMT,GKE,Soli,,,2013-12-30,2013-12-30,100,
C07001,0,,DebNot,,,GKE-C,NUL-0,,2006-12-16,2006-12-14,10500,Essen mit Nicolas & Julia
C07001,1,0,Fract,NUL,GKE,EAT,,,2006-12-16,2006-12-16,100,
C07002,0,,DebNot,,,GKE-C,GLOT-0,,2006-12-27,2006-12-23,12995,Rollkoffer bei Globetrotter
C07002,1,0,Fract,GLOT,GKE,KOTA,,,2006-12-27,2006-12-27,100,
C07003,0,,DebNot,,,GKE-C,NUL-0,,2007-01-02,2006-12-31,1090,Metrokarten Paris
C07003,1,0,Fract,NUL,GKE,PuTra,,,2007-01-02,2007-01-02,100,
C07005,0,,DebNot,,,GKE-C,NUL-0,,2007-03-20,2007-03-19,4200,Elektra in Freiburg
C07005,1,0,Fract,NUL,GKE,Oper,,,2007-03-20,2007-03-20,100,
C07006,0,,DebNot,,,GKE-C,AMAZ-0,,2007-04-07,2007-04-07,1251,Buch für Gabi
C07006,1,0,Fract,GKE,AMAZ,GKE-C,,,2007-04-07,2007-04-07,100,
C07006,2,1,Fract,AMAZ,GME,Buch,,,2007-04-07,2007-04-07,100,
C07008,0,,DebNot,,,GKE-C,BAHN-0,,2007-04-07,2007-04-20,350,Reservierung Deutsche Bahn
C07008,1,0,Fract,BAHN,GKE,PuTra,,,2007-04-20,2007-04-20,100,
C07010,0,,DebNot,,,GKE-C,NUL-0,,2007-05-16,2007-05-16,2000,Jahresbeitrag Mastercard
C07010,1,0,Fract,NUL,GKE,Konto,GKE-C,,2007-05-16,2007-05-16,100,
C07011,0,,DebNot,,,GKE-C,NUL-0,,2007-05-21,2007-05-19,3850,Ballett Mainz
C07011,1,0,Fract,NUL,GKE,Ballet,,,2007-05-21,2007-05-21,100,
C07012,0,,DebNot,,,GKE-C,AMAZ-0,,2007-05-21,2007-05-17,2888,Buch: How to Construct Rietveld Furniture
C07012,1,0,Fract,AMAZ,GKE,Buch,,,2007-05-21,2007-05-21,100,
C07014,0,,DebNot,,,GKE-C,NUL-0,,2007-05-31,2007-05-30,7500,Ballett Mainz
C07014,1,0,Fract,NUL,GKE,Ballet,,,2007-05-31,2007-05-31,100,
C07015,0,,DebNot,,,GKE-C,NUL-0,,2007-06-11,2007-06-10,14700,John Neumeier 'Die Möve' im Festspielhaus Baden-Baden
C07015,1,0,Fract,NUL,GKE,Ballet,,,2007-06-11,2007-06-11,100,
C07017,0,,DebNot,,,GKE-C,VLSF-0,,2007-06-27,2007-06-26,20000,Maßhemd
C07017,1,0,Fract,VLSF,GKE,Wear,,,2007-06-27,2007-06-27,100,
C07018,0,,DebNot,,,GKE-C,NUL-0,,2007-07-09,2007-07-07,5175,Unico Unterwäsche
C07018,1,0,Fract,NUL,GKE,Wear,,,2007-07-09,2007-07-09,100,
C07019,0,,DebNot,,,GKE-C,NUL-0,,2007-07-11,2007-07-10,11000,Sasha Waltz 'Medea' in der Staatsoper Unter den Linden
C07019,1,0,Fract,NUL,GKE,Oper,,,2007-07-11,2007-07-11,50,
C07019,2,0,Fract,NUL,DHH,Oper,,,2007-07-11,2007-07-11,50,
C07019,3,2,Fract,DHH,GKE,Thank,,,2007-07-11,2007-07-11,100,
C07020,0,,DebNot,,,GKE-C,NUL-0,,2007-07-18,2007-07-17,24800,Olaf Benz über Douglas
C07020,1,0,Fract,NUL,GKE,Wear,,,2007-07-18,2007-07-18,100,
C07022,0,,DebNot,,,GKE-C,NUL-0,,2007-07-30,2007-07-27,395,Unico Unterwäsche
C07022,1,0,Fract,NUL,GKE,Wear,,,2007-07-30,2007-07-30,100,
C07023,0,,DebNot,,,GKE-C,NUL-0,,2007-07-31,2007-07-04,4685,Mey Unterwäsche bei Simply-Man
C07023,1,0,Fract,NUL,GKE,Wear,,,2007-07-31,2007-07-31,100,
C07024,0,,DebNot,,,NUL-0,GKE-C,,2007-07-31,2007-07-31,1666,Beitragserstattung
C07024,1,0,Fract,GKE,NUL,Konto,GKE-C,,2007-07-31,2007-07-31,100,
C07025,0,,DebNot,,,GKE-C,NUL-0,,2007-08-13,2007-08-11,86290,Armani Anzug bei Eckerle Frankfurt
C07025,1,0,Fract,NUL,GKE,Wear,,,2007-08-13,2007-08-13,100,
C07026,0,,DebNot,,,GKE-C,NUL-0,,2007-08-13,2007-08-10,14535,Unico Unterwäsche
C07026,1,0,Fract,NUL,GKE,Wear,,,2007-08-13,2007-08-13,100,
C07027,0,,DebNot,,,GKE-C,NUL-0,,2007-08-13,2007-08-11,14900,Manschettenknöpfe bei Pletzsch
C07027,1,0,Fract,NUL,GKE,Wear,,,2007-08-13,2007-08-13,100,
C07028,0,,DebNot,,,GKE-C,NUL-0,,2007-08-13,2007-08-10,8590,Akku Toshiba PA3250 f. Satellite 2430/2435 f. Verena
C07028,1,0,Fract,GKE,NUL,EUR,,,2007-08-13,2007-08-13,100,
C07028,2,1,Fract,NUL,VKE,ITAcc,,,2007-08-13,2007-08-13,100,
C07028,3,2,Fract,VKE,GKE,Thank,,,2007-08-13,2007-08-13,100,
C07030,0,,Credit,,,GKE-C,GKE-S,,2007-08-21,2007-08-23,1666,Mastercard Abrechnung 5232568015248003
C07031,0,,DebNot,,,GKE-C,AMAZ-0,,2007-10-04,2007-10-03,3559,Philip Glass: Satyagraha
C07031,1,0,Fract,AMAZ,GKE,CDs,,,2007-10-04,2007-10-04,100,
C07033,0,,DebNot,,,GKE-C,NUL-0,,2007-11-02,2007-10-30,4995,Acronis Discmanager
C07033,1,0,Round,NUL,SOSO,Soft,,19/119,2007-11-02,2007-11-02,100,
C07034,0,,DebNot,,,GKE-C,AMAZ-0,,2007-11-07,2007-11-22,9995,Neil A. Campbell: Biologie
C07034,1,0,Fract,GKE,AMAZ,EUR,,,2007-11-22,2007-11-22,100,
C07034,2,1,Fract,AMAZ,LNK,Buch,,,2007-11-22,2007-11-22,100,
C07034,3,2,Fract,LNK,GKE,Thank,,,2007-11-22,2007-11-22,100,
C07037,0,,DebNot,,,GKE-C,AMAZ-0,,2007-12-13,2007-12-12,1790,Joachim Faulstich: Das heilende Bewusstsein
C07037,1,0,Fract,GKE,AMAZ,EUR,,,2007-12-13,2007-12-13,100,
C07037,2,1,Fract,AMAZ,GME,Buch,,,2007-12-13,2007-12-13,100,
C07037,3,2,Fract,GME,GKE,Thank,,,2007-12-13,2007-12-13,100,
C07038,0,,DebNot,,,GKE-C,NUL-0,,2007-12-17,2007-12-17,1275,Jahresbeitrag
C07038,1,0,Fract,NUL,GKE,Konto,GKE-C,,2007-01-01,2007-12-31,100,
C08001,0,,DebNot,GKE,NUL,GKE-C,NUL-0,,2007-12-21,2007-12-19,9286,Wäsche-Shopping
C08001,1,0,Fract,NUL,GKE,Wear,,,2007-12-19,2007-12-19,100,
C08003,0,,DebNot,GKE,AMAZ,GKE-C,AMAZ-0,,2008-03-04,2008-03-05,4480,Handbuch für Wohnungseigentümer und Hausverwalter
C08003,1,0,Fract,AMAZ,GKE,Buch,Egon,,2008-03-05,2008-03-05,100,
C08004,0,,DebNot,GKE,NUL,GKE-C,NUL-0,,2008-10-03,2008-03-08,6500,Ballett Mainz
C08004,1,0,Fract,NUL,GKE,Ballet,,,2008-03-08,2008-03-08,100,
C08006,0,,DebNot,GKE,NUL,GKE-C,NUL-0,,2008-04-03,2008-04-02,7500,Ballett Mainz
C08006,1,0,Fract,NUL,GKE,Ballet,,,2008-04-02,2008-04-02,100,
C08007,0,,DebNot,,,GKE-C,NUL-0,,2008-04-14,2008-04-11,16000,Belshazzar in der Staatsoper Unter den Linden
C08007,1,0,Fract,NUL,GKE,Oper,,,2008-04-11,2008-04-11,50,
C08007,2,0,Fract,NUL,DHH,Oper,,,2008-04-11,2008-04-11,50,
C08007,3,2,Fract,DHH,GKE,Thank,,,2008-04-11,2008-04-11,100,
C08009,0,,DebNot,,,GKE-C,BAHN-0,,2008-04-21,2008-04-20,365000,Bahncard 100
C08009,1,0,Round,BAHN,SOSO,PuTra,,19/119,2008-04-20,2008-04-20,100,
C08010,0,,DebNot,,,GKE-C,AMAZ-0,,2008-04-28,2008-04-25,5895,Händel: Ariodante
C08010,1,0,Fract,AMAZ,GKE,CDs,,,2008-04-25,2008-04-25,100,
C08011,0,,DebNot,,,GKE-C,NUL-0,,2008-05-15,2008-05-14,8750,Alban Berg Quartett in Köln
C08011,1,0,Absol,NUL,GKE,SerFee,,,2008-05-14,2008-05-14,500,
C08011,2,0,Absol,NUL,GKE,Konzert,,,2008-05-14,2008-05-14,2750,
C08011,3,0,Absol,NUL,ANL,Konzert,,,2008-05-14,2008-05-14,2750,
C08011,4,0,Absol,NUL,CSH,Konzert,,,2008-05-14,2008-05-14,2750,
C08011,5,3,Absol,ANL,GKE,Thank,,,2008-05-14,2008-05-14,2750,
C08011,6,4,Absol,CSH,GKE,Thank,,,2008-05-14,2008-05-14,2750,
C08013,0,,DebNot,,,GKE-C,NUL-0,,2008-06-10,2008-06-09,16800,Sascha Waltz' Dido und Aeneas in der Staatsoper Unter den Linden
C08013,1,0,Fract,NUL,GKE,Oper,,,2008-06-10,2008-06-10,50,
C08013,2,0,Fract,NUL,DHH,Oper,,,2008-06-10,2008-06-10,50,
C08013,3,2,Fract,DHH,GKE,Thank,,,2008-06-10,2008-06-10,100,
C08015,0,,DebNot,,,GKE-C,AMAZ-0,,2008-06-18,2008-06-17,3295,Fachbuch: Effective Java
C08015,1,0,Round,AMAZ,SOSO,Fachbuch,,7/107,2008-06-17,2008-06-17,100,
C08016,0,,DebNot,,,GKE-C,NUL-0,,2008-07-11,2008-06-27,1000,Taxi
C08016,1,0,Fract,NUL,GKE,Taxi,,,2008-06-27,2008-06-27,100,
C08018,0,,DebNot,,,GKE-C,GLOT-0,,2008-07-23,2008-07-22,44780,"Zelt, Schlafsack und Isomatte"
C08018,1,0,Fract,GLOT,GKE,Reise,,,2008-07-22,2008-07-22,100,
C08019,0,,DebNot,GKE,LUHA,GKE-C,LUHA-0,,2008-07-24,2008-07-22,51705,Lufthansa 2204651411609 FRA-OPO
C08019,1,0,Fract,LUHA,GKE,Reise,,,2008-07-22,2008-07-22,100,
C08020,0,,DebNot,,,GKE-C,NUL-0,,2008-07-24,2008-07-22,2000,Reisebüro Servicegebühr
C08020,1,0,Fract,NUL,GKE,Reise,,,2008-07-22,2008-07-22,100,
C08021,0,,DebNot,,,GKE-C,FBGF-0,,2008-07-30,2008-07-29,20400,
C08021,1,0,Absol,FBGF,GKE,KOTA,,,2008-07-29,2008-07-29,7500,Fahrrad-Transportasche
C08021,2,0,Absol,FBGF,GKE,Wear,,,2008-07-29,2008-07-29,7000,Radler-Trikot
C08021,3,0,Absol,FBGF,GKE,Wear,,,2008-07-29,2008-07-29,5900,Radler-Helm
C08023,0,,DebNot,,,GKE-C,AMAZ-0,,2008-08-27,2008-08-26,2150,Stadtplan Porto und Buch für Vitor
C08023,1,0,Fract,AMAZ,GKE,Buch,,,2008-08-26,2008-08-26,100,
C08024,0,,DebNot,,,GKE-C,JWSS-0,,2008-09-08,2008-09-06,35145,Wetterjacke
C08024,1,0,Fract,JWSS,GKE,Wear,,,2008-09-06,2008-09-06,100,
C08026,0,,DebNot,GKE,FTIG,GKE-C,FTIG-0,,2008-09-18,2008-09-18,192900,Pauschalreise Side
C08026,1,0,Absol,FTIG,GKE,Reise,,,2008-09-18,2008-09-18,64300,
C08026,2,0,Absol,FTIG,BKE,Reise,,,2008-09-18,2008-09-18,57900,
C08026,3,0,Absol,FTIG,BKE,Reise,,,2008-09-18,2008-09-18,6400,
C08026,4,3,Absol,BKE,GKE,Thank,,,2008-09-18,2008-09-18,6400,
C08026,5,0,Absol,FTIG,OKE,Reise,,,2008-09-18,2008-09-18,57900,
C08026,6,0,Absol,FTIG,OKE,Reise,,,2008-09-18,2008-09-18,6400,
C08026,7,6,Absol,OKE,GKE,Thank,,,2008-09-18,2008-09-18,6400,
C08027,0,,DebNot,GKE,NUL,GKE-C,NUL-0,,2008-09-19,2008-09-18,10800,Reiseversicherung Side
C08027,1,0,Absol,NUL,GKE,Reise,,,2008-09-18,2008-09-18,3600,
C08027,2,0,Absol,NUL,BKE,Reise,,,2008-09-18,2008-09-18,3600,
C08027,3,0,Absol,NUL,OKE,Reise,,,2008-09-18,2008-09-18,3600,
C08028,0,,ForATM,GKE,GKE,GKE-C,GKE-0,,2008-10-13,2008-10-10,26948,"500 TRY + 10,09 EUR Gebühr"
C08030,0,,DebNot,GKE,TICO,GKE-C,TICO-0,,2008-10-21,2008-10-20,16070,Karten für King Lear
C08030,1,0,Absol,TICO,GKE,SerFee,,,2008-10-20,2008-10-20,545,
C08030,2,0,Absol,TICO,GKE,Oper,,,2008-10-20,2008-10-20,5175,
C08030,3,0,Absol,TICO,BDI,Oper,,,2008-10-20,2008-10-20,10350,
C08032,0,,DebNot,,,GKE-C,AMAZ-0,,2008-11-21,2008-11-19,3230,2 x Hellsongs: Hymns in the Key of 666
C08032,1,0,Fract,AMAZ,GKE,CDs,,,2008-11-19,2008-11-19,50,
C08032,2,0,Fract,AMAZ,FLE,CDs,,,2008-11-19,2008-11-19,50,
C08032,3,2,Fract,FLE,GKE,Thank,,,2008-11-19,2008-11-19,100,
C08033,0,,DebNot,GKE,AMAZ,GKE-C,AMAZ-0,,2008-12-09,2008-12-08,10695,14 DVDs Almodovar
C08033,1,0,Fract,AMAZ,GKE,Film,,,2008-11-19,2008-11-19,50,
C08034,0,,DebNot,,,GKE-C,NUL-0,,2008-12-15,2008-12-15,1275,Jahresbeitrag
C08034,1,0,Fract,NUL,GKE,Konto,GKE-C,,2008-01-01,2008-12-31,100,
